Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,Total,Percent,Prevalence
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__bacteriap25,g__norank_f__bacteriap25,s__unclassified_g__norank_f__bacteriap25,OTU1433,9,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae,OTU1424,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__iron-reducing_bacterium_enrichment_culture_clone_HN122,OTU1714,20,3.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae,OTU1784,67,9.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,OTU1508,5,6.91934e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__uncultured_Coxiellaceae_bacterium_g__norank_f__Diplorickettsiaceae,OTU1282,7,9.68708e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__norank_f__Rhodospirillaceae,s__metagenome_g__norank_f__Rhodospirillaceae,OTU1617,56,8.0E-5,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__norank_f__Reyranellaceae,s__uncultured_Rhodospirillales_bacterium_g__norank,OTU1781,15,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__norank_f__Acetobacteraceae,s__uncultured_bacterium_g__norank_f__Acetobacteraceae,OTU1876,64,9.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_o__SBR1031,s__metagenome_g__norank_o__SBR1031,OTU2174,6,8.30321e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Oligoflexales,f__0319-6G20,g__norank_f__0319-6G20,s__freshwater_metagenome_g__norank_f__0319-6G20,OTU1879,30,4.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_Acidobacteria_bacterium_g__Bryobacter,OTU1730,18,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__norank_c__JG30-KF-CM66,f__norank_c__JG30-KF-CM66,g__norank_c__JG30-KF-CM66,s__unclassified_g__norank_c__JG30-KF-CM66,OTU1727,3788,0.00524,88.235294117647%
d__Bacteria,k__norank_d__Bacteria,p__Nitrospirae,c__Nitrospira,o__norank_c__Nitrospira,f__norank_c__Nitrospira,g__Nitrospira,s__hydrothermal_vent_metagenome_g__Nitrospira,OTU1427,7,9.68708e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__norank_o__NB1-j,g__norank_o__NB1-j,s__unclassified_g__norank_o__NB1-j,OTU1554,105,0.00015,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__norank_f__BIrii41,s__uncultured_bacterium_g__norank_f__BIrii41,OTU2621,6,8.30321e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Dyadobacter,s__metagenome_g__Dyadobacter,OTU1792,39,5.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__unclassified_g__Bdellovibrio,OTU1435,12,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae,OTU1307,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__unclassified_g__Sphingobacterium,OTU1789,7,9.68708e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_o__Rokubacteriales,s__uncultured_bacterium_g__norank_o__Rokubacteriales,OTU1888,282,0.00039,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__unclassified_o__Rhizobiales,g__unclassified_o__Rhizobiales,s__unclassified_o__Rhizobiales,OTU1509,124,0.00017,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__Phreatobacter,s__uncultured_bacterium_g__Phreatobacter,OTU1631,6437,0.00891,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__IMCC26256,f__norank_o__IMCC26256,g__norank_o__IMCC26256,s__unclassified_g__norank_o__IMCC26256,OTU1892,3,4.15161e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Pajaroellobacter,s__unclassified_g__Pajaroellobacter,OTU2211,13,2.0E-5,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__norank_f__Rhizobiales_Incertae_Sedis,s__uncultured_bacterium_g__norank_f__Rhizobiales_Incertae_Sedis,OTU1877,16,2.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Armatimonadetes,c__Chthonomonadetes,o__Chthonomonadales,f__Chthonomonadaceae,g__Chthonomonas,s__uncultured_bacterium_g__Chthonomonas,OTU1796,10,1.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__norank_c__Alphaproteobacteria,f__norank_c__Alphaproteobacteria,g__norank_c__Alphaproteobacteria,s__uncultured_Acetobacteraceae_bacterium_g__norank_c__Alphaproteobacteria,OTU1734,147,0.0002,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__uncultured_bacterium_g__norank_o__Saccharimonadales,OTU1432,74,0.0001,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Subgroup_6,o__norank_c__Subgroup_6,f__norank_c__Subgroup_6,g__norank_c__Subgroup_6,s__unclassified_g__norank_c__Subgroup_6,OTU1563,62,9.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Proteiniclasticum,s__uncultured_bacterium_g__Proteiniclasticum,OTU2652,16,2.0E-5,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__unclassified_g__Stenotrophomonas,OTU1811,272,0.00038,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Undibacterium,s__uncultured_Oxalobacteraceae_bacterium_g__Undibacterium,OTU1463,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Phaeodactylibacter,s__metagenome_g__Phaeodactylibacter,OTU1748,14,2.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Paracaedibacterales,f__Paracaedibacteraceae,g__Candidatus_Captivus,s__unclassified_g__Candidatus_Captivus,OTU1321,63,9.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__SWB02,s__unclassified_g__SWB02,OTU1891,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Phaselicystidaceae,g__Phaselicystis,s__unclassified_g__Phaselicystis,OTU2240,6,8.30321e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__OLB14,o__norank_c__OLB14,f__norank_c__OLB14,g__norank_c__OLB14,s__uncultured_bacterium_g__norank_c__OLB14,OTU1905,290,0.0004,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Dysgonomonas,s__unclassified_g__Dysgonomonas,OTU1798,456,0.00063,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__norank_f__Mitochondria,s__unclassified_g__norank_f__Mitochondria,OTU1736,8,1.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Hirschia,s__unclassified_g__Hirschia,OTU1632,334,0.00046,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__unclassified_f__Microbacteriaceae,s__unclassified_f__Microbacteriaceae,OTU1566,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__bacteriap25,g__norank_f__bacteriap25,s__unclassified_g__norank_f__bacteriap25,OTU1553,27,4.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__unclassified_g__Legionella,OTU1940,3,4.15161e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__BRC1,c__norank_p__BRC1,o__norank_p__BRC1,f__norank_p__BRC1,g__norank_p__BRC1,s__Omnitrophica_bacterium_OLB16,OTU2662,40,6.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_c__TK10,g__norank_c__TK10,s__uncultured_Chloroflexi_bacterium_g__norank_c__TK10,OTU1760,121,0.00017,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_c__TK10,g__norank_c__TK10,s__uncultured_bacterium_g__norank_c__TK10,OTU1438,4,5.53547e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__norank_c__JG30-KF-CM66,f__norank_c__JG30-KF-CM66,g__norank_c__JG30-KF-CM66,s__metagenome_g__norank_c__JG30-KF-CM66,OTU1469,279,0.00039,76.470588235294%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Vagococcus,s__Vagococcus_fluvialis,OTU1810,14,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__unclassified_g__norank_o__Chloroplast,OTU2243,6,8.30321e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__TRA3-20,g__norank_f__TRA3-20,s__unclassified_g__norank_f__TRA3-20,OTU1813,4,5.53547e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__norank_f__Azospirillaceae,s__metagenome_g__norank_f__Azospirillaceae,OTU1800,24,3.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__norank_c__Alphaproteobacteria,f__norank_c__Alphaproteobacteria,g__norank_c__Alphaproteobacteria,s__metagenome_g__norank_c__Alphaproteobacteria,OTU1895,54,7.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosomonas,s__unclassified_g__Nitrosomonas,OTU1929,114,0.00016,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__SM2D12,g__norank_f__SM2D12,s__unclassified_g__norank_f__SM2D12,OTU1757,5,6.91934e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__uncultured_bacterium_g__norank_o__Saccharimonadales,OTU1323,6,8.30321e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__cvE6,g__norank_f__cvE6,s__metagenome_g__norank_f__cvE6,OTU1578,4,5.53547e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__unclassified_f__Polyangiaceae,s__unclassified_f__Polyangiaceae,OTU2666,7,9.68708e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__uncultured_Bacteroidetes_bacterium_g__Cytophaga,OTU1780,37,5.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__Bauldia,s__unclassified_g__Bauldia,OTU1568,6,8.30321e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Blfdi19,g__norank_f__Blfdi19,s__uncultured_bacterium_g__norank_f__Blfdi19,OTU1478,136,0.00019,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__JG36-TzT-191,f__norank_o__JG36-TzT-191,g__norank_o__JG36-TzT-191,s__unclassified_g__norank_o__JG36-TzT-191,OTU1445,32,4.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Neisseriaceae,g__norank_f__Neisseriaceae,s__uncultured_beta_proteobacterium_g__norank_f__Neisseriaceae,OTU1849,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae,OTU1948,100,0.00014,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingorhabdus,s__unclassified_g__Sphingorhabdus,OTU1639,34,5.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__unclassified_f__Hyphomonadaceae,s__unclassified_f__Hyphomonadaceae,OTU1936,398,0.00055,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__metagenome_g__Ferruginibacter,OTU1837,41,6.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodopirillaceae,g__Defluviicoccus,s__uncultured_bacterium_g__Defluviicoccus,OTU1958,10,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__unclassified_f__Simkaniaceae,s__unclassified_f__Simkaniaceae,OTU1797,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__metagenome_g__Bdellovibrio,OTU1326,12,2.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_bacterium_g__SM1A02,OTU1774,30,4.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Acetoanaerobium,s__uncultured_bacterium_g__Acetoanaerobium,OTU1828,37,5.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g__Haliangium,OTU1582,6,8.30321e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__unclassified_f__Simkaniaceae,s__unclassified_f__Simkaniaceae,OTU1599,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__norank_o__NB1-j,g__norank_o__NB1-j,s__unclassified_g__norank_o__NB1-j,OTU2669,473,0.00065,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,OTU1449,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__norank_o__NB1-j,g__norank_o__NB1-j,s__unclassified_g__norank_o__NB1-j,OTU1500,22,3.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__11-24,f__norank_o__11-24,g__norank_o__11-24,s__uncultured_bacterium_g__norank_o__11-24,OTU1952,481,0.00067,88.235294117647%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__11-24,f__norank_o__11-24,g__norank_o__11-24,s__uncultured_bacterium_g__norank_o__11-24,OTU1642,137,0.00019,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,OTU1961,37,5.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__unclassified_g__Aquicella,OTU1842,23,3.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__uncultured_Pedobacter_sp._g__Pedobacter,OTU1804,13,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Obscuribacterales,f__norank_o__Obscuribacterales,g__norank_o__Obscuribacterales,s__uncultured_bacterium_g__norank_o__Obscuribacterales,OTU1942,21,3.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_o__SBR1031,s__uncultured_Caldilineaceae_bacterium_g__norank_o__SBR1031,OTU2675,50,7.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__unclassified_f__Solibacteraceae_Subgroup_3,s__unclassified_f__Solibacteraceae_Subgroup_3,OTU1864,274,0.00038,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae,g__JGI_0001001-H03,s__unclassified_g__JGI_0001001-H03,OTU2254,30551,0.04228,100%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__norank_f__Burkholderiaceae,s__unclassified_g__norank_f__Burkholderiaceae,OTU1353,43,6.0E-5,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__unclassified_o__Chlamydiales,g__unclassified_o__Chlamydiales,s__unclassified_o__Chlamydiales,OTU1605,4,5.53547e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__metagenome_g__Reyranella,OTU1502,169,0.00023,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Subgroup_6,o__norank_c__Subgroup_6,f__norank_c__Subgroup_6,g__norank_c__Subgroup_6,s__unclassified_g__norank_c__Subgroup_6,OTU1916,32,4.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__unclassified_g__Sphingobium,OTU1456,191,0.00026,94.117647058824%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,OTU1983,28,4.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__unclassified_g__Aquicella,OTU1806,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__Hypsibius_dujardini_g__Cytophaga,OTU1651,88,0.00012,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae,OTU1583,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria,OTU1845,45,6.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium,OTU1981,36,5.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_cucumis,OTU1947,23,3.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Ruminococcus]_gauvreauii_group,s__uncultured_rumen_bacterium_g__Ruminococcus]_gauvreauii_group,OTU2685,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__unclassified_f__Acetobacteraceae,s__unclassified_f__Acetobacteraceae,OTU1866,8,1.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__OLB14,o__norank_c__OLB14,f__norank_c__OLB14,g__norank_c__OLB14,s__uncultured_Chloroflexi_bacterium_g__norank_c__OLB14,OTU1847,291,0.0004,29.411764705882%
